player,format,matches,innings_count,total_runs,total_balls,total_fours,total_sixes,dismissals,avg_sr,avg_boundary,avg_dot_pct,highest_score,fifties,hundreds,ducks,batting_avg,consistency,balls_bowled,runs_given,wickets,matches_bowled,dot_balls,overs_bowled,economy,bowling_avg,strike_rate_bowl,dot_pct_bowl,role,formats_played,bat_impact,bowl_impact,impact_score,cluster,pca_x,pca_y
Tafseer Ali,T20I,12.0,12.0,92.0,132.0,8.0,0.0,8.0,64.80166666666666,4.195,52.77,22.0,0.0,0.0,1.0,11.5,8.33,,,,,,,,,,,Batter,T20I,13.148032580471677,0.0,7.89,,,
Taher Muhammad,T20I,12.0,12.0,88.0,120.0,8.0,1.0,10.0,73.93166666666666,6.944166666666667,56.48583333333334,18.0,0.0,0.0,0.0,8.8,0.0,142.0,246.0,4.0,10.0,38.0,23.7,10.38,61.5,35.5,26.76,Allrounder,T20I,12.60654638804395,31.96244525683987,20.35,1.0,0.07749006132679082,3.0364147818024745
Taijul Islam,ODI,10.0,10.0,89.0,133.0,8.0,1.0,8.0,58.94499999999999,5.6899999999999995,61.80499999999999,39.0,0.0,0.0,1.0,11.12,10.0,876.0,694.0,28.0,17.0,478.0,146.0,4.75,24.79,31.29,54.57,Allrounder,ODI,13.423797537331277,58.213030921391535,31.34,0.0,-1.9991199635701131,-0.7606909089073264
Talha Jubair,ODI,,,,,,,,,,,,,,,,,60.0,73.0,0.0,2.0,42.0,10.0,7.3,,,70.0,Bowler,ODI,0.0,36.73114519371093,14.69,,,
Talha Khan,T20I,26.0,26.0,486.0,470.0,39.0,11.0,22.0,85.30230769230769,8.061538461538461,52.940769230769234,69.0,3.0,0.0,4.0,22.09,38.46,,,,,,,,,,,Batter,T20I,26.299781831058336,0.0,15.78,,,
Tamim Iqbal,ODI,215.0,215.0,7648.0,9681.0,841.0,96.0,192.0,69.72893023255814,9.338837209302325,64.71986046511628,158.0,67.0,12.0,18.0,39.83,58.6,,,,,,,,,,,Batter,ODI+T20I,40.0112064093033,0.0,24.01,,,
Tamim Iqbal,T20I,71.0,71.0,1624.0,1353.0,172.0,45.0,60.0,105.08957746478872,14.531971830985915,51.001408450704226,103.0,8.0,1.0,4.0,27.07,45.07,,,,,,,,,,,Batter,ODI+T20I,34.113618430871824,0.0,20.47,,,
Tamoor Sajjad,T20I,6.0,6.0,167.0,140.0,11.0,7.0,5.0,114.99333333333334,12.308333333333332,39.43333333333333,46.0,0.0,0.0,0.0,33.4,83.33,125.0,155.0,4.0,6.0,45.0,20.8,7.45,38.75,31.25,36.0,Allrounder,T20I,43.18399996193977,43.09800676871308,43.15,3.0,3.287690553957605,-1.466888602419894
Tanbir Hayder,ODI,,,,,,,,,,,,,,,,,60.0,67.0,0.0,2.0,21.0,10.0,6.7,,,35.0,Bowler,ODI,0.0,26.952529118594597,10.78,,,
Tanveer Ahmed,ODI,,,,,,,,,,,,,,,,,229.0,213.0,5.0,6.0,127.0,38.2,5.58,42.6,45.8,55.46,Bowler,ODI,0.0,53.10711929756202,21.24,,,
Tanvir Islam,ODI,5.0,5.0,26.0,41.0,4.0,1.0,5.0,82.264,14.051999999999998,69.894,9.0,0.0,0.0,1.0,5.2,0.0,408.0,319.0,12.0,7.0,222.0,68.0,4.69,26.58,34.0,54.41,Allrounder,ODI+T20I,15.15745646233654,56.65733648773842,31.76,0.0,-1.5103246918437387,-0.34670519174297576
Tanvir Islam,T20I,,,,,,,,,,,,,,,,,102.0,140.0,4.0,6.0,41.0,17.0,8.24,35.0,25.5,40.2,Bowler,ODI+T20I,0.0,43.01388330139387,17.21,,,
Tanwir Afzal,ODI,12.0,12.0,161.0,177.0,13.0,8.0,10.0,82.52916666666667,11.019166666666669,62.43083333333333,47.0,0.0,0.0,2.0,16.1,25.0,498.0,396.0,8.0,12.0,326.0,83.0,4.77,49.5,62.25,65.46,Allrounder,ODI+T20I,22.416564391599113,57.75595869225202,36.55,2.0,-1.0702923904399935,-1.8532013487961894
Tanwir Afzal,T20I,13.0,13.0,156.0,131.0,6.0,11.0,11.0,89.91923076923078,9.556153846153846,57.31307692307692,56.0,1.0,0.0,3.0,14.18,15.38,318.0,373.0,16.0,16.0,162.0,53.0,7.04,23.31,19.88,50.94,Allrounder,ODI+T20I,20.05151864847563,51.08700314750851,32.47,1.0,-0.32954005696344796,0.010306600829578039
Tanzeel Sheikh,T20I,10.0,10.0,131.0,86.0,11.0,8.0,9.0,106.078,13.244,56.113,48.0,0.0,0.0,2.0,14.56,30.0,,,,,,,,,,,Batter,T20I,26.051281870884655,0.0,15.63,,,
Tanzid Hasan,ODI,27.0,27.0,753.0,708.0,87.0,31.0,26.0,87.10777777777777,13.943333333333335,64.92037037037036,107.0,7.0,1.0,3.0,28.96,40.74,,,,,,,,,,,Batter,ODI+T20I,31.84172124886368,0.0,19.11,,,
Tanzid Hasan,T20I,42.0,42.0,1008.0,799.0,91.0,45.0,37.0,99.10619047619048,13.344761904761905,56.82928571428571,89.0,9.0,0.0,5.0,27.24,42.86,,,,,,,,,,,Batter,ODI+T20I,32.753867656743495,0.0,19.65,,,
Tanzim Hasan Sakib,ODI,9.0,9.0,134.0,159.0,9.0,6.0,6.0,82.21666666666667,9.16888888888889,57.07111111111111,45.0,0.0,0.0,1.0,22.33,22.22,599.0,596.0,19.0,13.0,320.0,99.8,5.97,31.37,31.53,53.42,Allrounder,ODI+T20I,23.06022193845239,53.82598141105997,35.37,2.0,-0.3399940477301871,-1.0221551683538255
Tanzim Hasan Sakib,T20I,21.0,21.0,192.0,175.0,13.0,8.0,13.0,96.54047619047618,9.41047619047619,44.97047619047619,50.0,1.0,0.0,2.0,14.77,9.52,797.0,1132.0,44.0,37.0,353.0,132.8,8.52,25.73,18.11,44.29,Allrounder,ODI+T20I,19.630334524535204,48.17680690111937,31.05,1.0,0.48883687430555317,0.9905644810913933
Tapash Baisya,ODI,15.0,15.0,113.0,212.0,9.0,0.0,10.0,65.64333333333333,6.613333333333333,58.77133333333334,22.0,0.0,0.0,1.0,11.3,6.67,1120.0,1112.0,25.0,25.0,667.0,186.7,5.96,44.48,44.8,59.55,Allrounder,ODI,13.823681046671375,55.28744937352354,30.41,0.0,-1.7363838362757167,-0.47690674633411784
Taranjeet Singh,T20I,42.0,42.0,1340.0,849.0,167.0,59.0,38.0,145.25309523809523,24.682857142857145,46.74619047619048,110.0,8.0,1.0,1.0,35.26,61.9,812.0,938.0,49.0,41.0,370.0,135.3,6.93,19.14,16.57,45.57,Allrounder,T20I,48.033677557948266,53.03750755702501,50.04,3.0,3.8173849662660357,-1.9452207086566524
Taranjit Singh,T20I,18.0,18.0,277.0,140.0,22.0,21.0,13.0,159.06333333333333,24.66055555555555,44.62166666666667,55.0,1.0,0.0,2.0,21.31,33.33,363.0,432.0,21.0,18.0,155.0,60.5,7.14,20.57,17.29,42.7,Allrounder,T20I,38.61371738839202,48.94782408542082,42.75,3.0,3.358101316046981,-0.3261920200193267
Tariq Aziz,T20I,,,,,,,,,,,,,,,,,72.0,63.0,6.0,3.0,33.0,12.0,5.25,10.5,12.0,45.83,Bowler,T20I,0.0,53.46463211603387,21.39,,,
Tarun Sharma,T20I,12.0,12.0,133.0,134.0,9.0,6.0,11.0,76.67916666666666,7.09,54.26166666666666,43.0,0.0,0.0,2.0,12.09,16.67,,,,,,,,,,,Batter,T20I,17.3086134535765,0.0,10.39,,,
Tashi Dorji,T20I,11.0,11.0,94.0,68.0,2.0,9.0,8.0,104.444,9.476,45.225,39.0,0.0,0.0,2.0,11.75,9.09,182.0,203.0,9.0,12.0,93.0,30.3,6.7,22.56,20.22,51.1,Allrounder,T20I,19.272685743185374,51.285287080858566,32.08,1.0,0.09297818548835221,0.25160518731205905
Tashi Phuntsho,T20I,14.0,14.0,129.0,191.0,4.0,1.0,9.0,67.24,2.0114285714285716,43.63285714285714,24.0,0.0,0.0,0.0,14.33,14.29,252.0,221.0,19.0,14.0,156.0,42.0,5.26,11.63,13.26,61.9,Allrounder,T20I,14.576352124084865,59.65133875414187,32.61,0.0,-1.521766888247252,-0.9957480569839183
Taskin Ahmed,ODI,39.0,39.0,228.0,395.0,15.0,8.0,29.0,49.869230769230775,3.887948717948718,66.89333333333333,21.0,0.0,0.0,9.0,7.86,2.56,3539.0,3253.0,101.0,72.0,1988.0,589.8,5.52,32.21,35.04,56.17,Allrounder,ODI+T20I,9.30290611579762,63.246856214113265,30.88,0.0,-2.8005544307696035,-0.45937828171556216
Taskin Ahmed,T20I,36.0,36.0,221.0,214.0,19.0,8.0,20.0,101.89611111111113,12.421666666666669,51.10888888888889,31.0,0.0,0.0,5.0,11.05,2.78,1682.0,2259.0,98.0,78.0,780.0,280.3,8.06,23.05,17.16,46.37,Allrounder,ODI+T20I,18.756586156698425,55.08327461027935,33.29,4.0,0.14243896431093078,0.8427447087803127
Taufeeq Umar,ODI,11.0,11.0,262.0,474.0,33.0,0.0,10.0,53.25272727272727,6.8981818181818175,73.65090909090908,81.0,1.0,0.0,0.0,26.2,45.45,,,,,,,,,,,Batter,ODI,25.36487782092926,0.0,15.22,,,
Tayyab Tahir,ODI,10.0,10.0,181.0,177.0,18.0,3.0,7.0,118.78,17.957,42.828,38.0,0.0,0.0,0.0,25.86,50.0,,,,,,,,,,,Batter,ODI,36.78546314154554,0.0,22.07,,,
Tejwinder Singh,T20I,7.0,7.0,75.0,37.0,5.0,5.0,6.0,171.31428571428572,24.66,41.978571428571435,22.0,0.0,0.0,1.0,12.5,28.57,215.0,222.0,13.0,10.0,111.0,35.8,6.2,17.08,16.54,51.63,Allrounder,T20I,35.923673205063196,53.35598233192262,42.9,3.0,2.8658093315950017,-0.54575593881356
Tenjin Rabgey,T20I,35.0,35.0,526.0,600.0,44.0,14.0,32.0,66.42057142857144,7.293714285714286,64.79542857142857,74.0,4.0,0.0,6.0,16.44,28.57,,,,,,,,,,,Batter,T20I,20.506430254745258,0.0,12.3,,,
Thilina Silva,T20I,,,,,,,,,,,,,,,,,84.0,78.0,5.0,4.0,39.0,14.0,5.57,15.6,16.8,46.43,Bowler,T20I,0.0,52.45330135745271,20.98,,,
Thuya Aung,T20I,29.0,29.0,291.0,496.0,20.0,5.0,26.0,61.79655172413793,6.164137931034483,63.36,37.0,0.0,0.0,3.0,11.19,13.79,358.0,363.0,19.0,20.0,172.0,59.7,6.08,19.11,18.84,48.04,Allrounder,T20I,14.666705632497155,52.87486968074547,29.95,0.0,-1.471988476668503,-0.05436289364388605
Tian Sen Qun,T20I,9.0,9.0,26.0,69.0,1.0,0.0,9.0,29.78111111111111,1.1111111111111112,80.27000000000001,7.0,0.0,0.0,3.0,2.89,0.0,179.0,194.0,9.0,9.0,99.0,29.8,6.51,21.56,19.89,55.31,Allrounder,T20I,4.1772666056963885,53.112336033414245,23.75,0.0,-3.678539174028352,0.38248408035513787
Tilak Varma,IPL,62.0,62.0,1760.0,1212.0,137.0,84.0,48.0,133.7877419354839,16.95483870967742,35.52564516129033,101.0,10.0,1.0,2.0,36.67,67.74,,,,,,,,,,,Batter,IPL+ODI+T20I,45.557917491363426,0.0,27.33,,,
Tilak Varma,ODI,,,,,,,,,,,,,,,,,60.0,68.0,0.0,3.0,27.0,10.0,6.8,,,45.0,Bowler,IPL+ODI+T20I,0.0,29.901698928876286,11.96,,,
Tilak Varma,T20I,45.0,45.0,1364.0,933.0,108.0,71.0,30.0,131.64111111111112,16.916222222222224,39.49644444444444,120.0,8.0,2.0,4.0,45.47,66.67,,,,,,,,,,,Batter,IPL+ODI+T20I,47.77979189880929,0.0,28.67,,,
Toqeer Ahmad,T20I,,,,,,,,,,,,,,,,,118.0,137.0,8.0,6.0,54.0,19.7,6.95,17.12,14.75,45.76,Bowler,T20I,0.0,49.39770233590819,19.76,,,
Towhid Hridoy,ODI,35.0,35.0,1254.0,1523.0,80.0,26.0,29.0,84.6497142857143,7.462857142857143,50.878,100.0,11.0,1.0,0.0,43.24,62.86,,,,,,,,,,,Batter,ODI+T20I,38.24293126112971,0.0,22.95,,,
Towhid Hridoy,T20I,49.0,49.0,1155.0,926.0,74.0,44.0,40.0,109.38163265306122,10.748571428571427,40.16142857142857,83.0,6.0,0.0,3.0,28.88,48.98,,,,,,,,,,,Batter,ODI+T20I,34.16909207647452,0.0,20.5,,,
Tshering Tashi,T20I,14.0,14.0,102.0,144.0,8.0,3.0,10.0,53.94785714285714,5.412142857142858,67.5957142857143,38.0,0.0,0.0,2.0,10.2,7.14,,,,,,,,,,,Batter,T20I,11.974504271667719,0.0,7.18,,,
Tushar Imran,ODI,21.0,21.0,250.0,460.0,27.0,1.0,19.0,43.23142857142857,3.931904761904762,72.18904761904761,48.0,0.0,0.0,3.0,13.16,33.33,90.0,59.0,1.0,3.0,40.0,15.0,3.93,59.0,90.0,44.44,Allrounder,ODI,16.542579452965565,51.50536944493904,30.53,0.0,-2.039002065391921,-1.2057067796304246
U Aryaman Sunil,T20I,21.0,21.0,191.0,152.0,11.0,12.0,16.0,105.24904761904762,12.302857142857144,51.11285714285714,36.0,0.0,0.0,3.0,11.94,14.29,402.0,635.0,16.0,22.0,158.0,67.0,9.48,39.69,25.12,39.3,Allrounder,T20I,21.609000285163077,40.77191063030655,29.27,1.0,1.016644478888246,1.5947912184374204
U Bhagwan,ODI,,,,,,,,,,,,,,,,,147.0,173.0,3.0,4.0,72.0,24.5,7.06,57.67,49.0,48.98,Bowler,ODI+T20I,0.0,46.432550484518195,18.57,,,
U Bhagwan,T20I,,,,,,,,,,,,,,,,,72.0,119.0,2.0,4.0,26.0,12.0,9.92,59.5,36.0,36.11,Bowler,ODI+T20I,0.0,35.898610985363334,14.36,,,
U Bhatti,ODI,8.0,8.0,120.0,129.0,10.0,3.0,6.0,99.53125,11.12625,51.4225,22.0,0.0,0.0,0.0,20.0,37.5,501.0,350.0,12.0,11.0,375.0,83.5,4.19,29.17,41.75,74.85,Allrounder,ODI,27.803127545569524,64.00725632313757,42.28,2.0,-0.46259327584677745,-2.9181709956657076
U Shahid,T20I,,,,,,,,,,,,,,,,,74.0,77.0,5.0,4.0,38.0,12.3,6.26,15.4,14.8,51.35,Bowler,T20I,0.0,52.52742607485759,21.01,,,
U Shantu,T20I,5.0,5.0,24.0,20.0,1.0,0.0,3.0,113.66599999999998,1.666,32.334,13.0,0.0,0.0,1.0,8.0,0.0,274.0,298.0,25.0,13.0,163.0,45.7,6.52,11.92,10.96,59.49,Allrounder,T20I,13.919737014426627,56.6846171608533,31.03,1.0,-0.5870797428640053,0.2877494150340867
UBT Chand,IPL,20.0,20.0,300.0,300.0,32.0,9.0,20.0,79.19449999999999,11.1215,62.7685,58.0,1.0,0.0,4.0,15.0,20.0,,,,,,,,,,,Batter,IPL,20.87160437593269,0.0,12.52,,,
UDU Chandana,ODI,20.0,20.0,261.0,393.0,19.0,2.0,15.0,66.4645,5.2315,56.03099999999999,51.0,1.0,0.0,0.0,17.4,20.0,1235.0,1022.0,36.0,26.0,643.0,205.8,4.97,28.39,34.31,52.06,Allrounder,ODI,18.024144570260756,57.394125144832294,33.77,0.0,-1.2397761458214935,-1.0519929575025397
UKPW Kumaranayaka,T20I,,,,,,,,,,,,,,,,,60.0,72.0,1.0,3.0,25.0,10.0,7.2,72.0,60.0,41.67,Bowler,T20I,0.0,42.468054178547476,16.99,,,
US Hathinjar,T20I,28.0,28.0,472.0,415.0,41.0,24.0,25.0,97.89535714285716,15.107857142857142,56.67714285714286,74.0,3.0,0.0,3.0,18.88,21.43,,,,,,,,,,,Batter,T20I,25.944360413225798,0.0,15.57,,,
UT Khawaja,IPL,6.0,6.0,127.0,100.0,14.0,3.0,5.0,148.06833333333336,23.57166666666667,38.685,30.0,0.0,0.0,0.0,25.4,50.0,,,,,,,,,,,Batter,IPL+ODI+T20I,41.69532191529131,0.0,25.02,,,
UT Khawaja,ODI,38.0,38.0,1539.0,1828.0,149.0,13.0,35.0,77.02026315789473,8.96342105263158,55.76447368421053,104.0,14.0,2.0,2.0,43.97,60.53,,,,,,,,,,,Batter,IPL+ODI+T20I,38.14117777178987,0.0,22.88,,,
UT Khawaja,T20I,9.0,9.0,241.0,182.0,31.0,5.0,8.0,135.81666666666666,20.44555555555555,39.75111111111111,58.0,1.0,0.0,0.0,30.12,66.67,,,,,,,,,,,Batter,IPL+ODI+T20I,44.17893772202373,0.0,26.51,,,
UT Yadav,IPL,48.0,48.0,208.0,201.0,16.0,9.0,20.0,92.85145833333333,10.511041666666666,48.27104166666667,24.0,0.0,0.0,10.0,10.4,4.17,3056.0,4442.0,144.0,147.0,1271.0,509.3,8.72,30.85,21.22,41.59,Allrounder,IPL+ODI+T20I,17.1930442110296,55.78970076322591,32.63,4.0,0.08641782397111188,1.2134641663052963
UT Yadav,ODI,21.0,21.0,79.0,134.0,8.0,1.0,10.0,44.462857142857146,5.168571428571428,74.93666666666667,18.0,0.0,0.0,9.0,7.9,0.0,3559.0,3659.0,106.0,73.0,1938.0,593.2,6.17,34.52,33.58,54.45,Allrounder,IPL+ODI+T20I,8.82106369031243,61.56816243742021,29.92,0.0,-2.9575959812450114,-0.16745388610811218
UT Yadav,T20I,,,,,,,,,,,,,,,,,180.0,283.0,12.0,9.0,78.0,30.0,9.43,23.58,15.0,43.33,Bowler,IPL+ODI+T20I,0.0,43.087088681749336,17.23,,,
UWMBCA Welegedara,ODI,,,,,,,,,,,,,,,,,457.0,443.0,15.0,9.0,267.0,76.2,5.81,29.53,30.47,58.42,Bowler,ODI,0.0,55.53324241874368,22.21,,,
Umair Ali,ODI,,,,,,,,,,,,,,,,,60.0,66.0,0.0,1.0,33.0,10.0,6.6,,,55.0,Bowler,ODI,0.0,33.503042652201444,13.4,,,
Umair Qasim,T20I,18.0,18.0,101.0,133.0,6.0,3.0,15.0,72.25111111111111,5.75,54.48722222222222,16.0,0.0,0.0,2.0,6.73,0.0,344.0,438.0,15.0,20.0,160.0,57.3,7.64,29.2,22.93,46.51,Allrounder,T20I,11.297929336978857,47.81029873251653,25.9,1.0,-1.1232741985418988,1.1859059190549732
Umair Tariq,T20I,15.0,15.0,103.0,109.0,9.0,1.0,11.0,67.62133333333333,5.100666666666666,58.300666666666665,32.0,0.0,0.0,4.0,9.36,13.33,571.0,827.0,50.0,37.0,259.0,95.2,8.69,16.54,11.42,45.36,Allrounder,T20I,14.10170461885031,49.448386956052474,28.24,1.0,-0.9563579796374742,1.0595989761021116
Umar Adam,T20I,35.0,35.0,632.0,463.0,51.0,37.0,33.0,110.82228571428573,15.191428571428572,54.37114285714286,56.0,3.0,0.0,4.0,19.15,40.0,734.0,919.0,45.0,36.0,337.0,122.3,7.51,20.42,16.31,45.91,Allrounder,T20I,30.99376144318072,51.40809970860579,39.16,3.0,1.3516738775950976,-0.49059204636229986
Umar Akmal,ODI,108.0,108.0,3032.0,3575.0,257.0,48.0,91.0,79.71064814814815,8.491666666666667,54.56740740740741,102.0,20.0,1.0,8.0,33.32,57.41,,,,,,,,,,,Batter,ODI+T20I,34.64262702349033,0.0,20.79,,,
Umar Akmal,T20I,78.0,78.0,1669.0,1361.0,123.0,53.0,62.0,102.14,10.879102564102563,45.59333333333333,94.0,8.0,0.0,10.0,26.92,48.72,,,,,,,,,,,Batter,ODI+T20I,33.01955840245232,0.0,19.81,,,
Umar Amin,ODI,16.0,16.0,271.0,392.0,28.0,2.0,14.0,66.269375,6.0575,56.935625,59.0,1.0,0.0,0.0,19.36,37.5,,,,,,,,,,,Batter,ODI+T20I,22.47029058117285,0.0,13.48,,,
Umar Amin,T20I,9.0,9.0,142.0,123.0,15.0,4.0,9.0,93.6888888888889,12.60888888888889,61.09555555555555,47.0,0.0,0.0,3.0,15.78,33.33,,,,,,,,,,,Batter,ODI+T20I,25.681632655648347,0.0,15.41,,,
Umar Gul,IPL,,,,,,,,,,,,,,,,,135.0,198.0,12.0,6.0,61.0,22.5,8.8,16.5,11.25,45.19,Bowler,IPL+ODI+T20I,0.0,45.61828764131513,18.25,,,
Umar Gul,ODI,62.0,62.0,442.0,630.0,35.0,13.0,45.0,62.26435483870968,5.541451612903225,64.16870967741936,39.0,0.0,0.0,13.0,9.82,8.06,5597.0,5039.0,157.0,118.0,3377.0,932.8,5.4,32.1,35.65,60.34,Allrounder,IPL+ODI+T20I,12.871915843875124,70.05447022543294,35.74,4.0,-2.4707764681678106,-1.063313577056967
Umar Gul,T20I,25.0,25.0,165.0,156.0,11.0,10.0,17.0,91.1868,10.6856,57.1204,32.0,0.0,0.0,6.0,9.71,8.0,1161.0,1477.0,84.0,58.0,498.0,193.5,7.63,17.58,13.82,42.89,Allrounder,IPL+ODI+T20I,17.65400941182653,54.05417747534275,32.21,4.0,-0.26658455153037386,0.7980096565204005
Umar Nawaz,T20I,9.0,9.0,189.0,188.0,16.0,9.0,9.0,93.55111111111113,12.50888888888889,59.17111111111111,56.0,1.0,0.0,0.0,21.0,55.56,,,,,,,,,,,Batter,T20I,31.81712498155903,0.0,19.09,,,
Umer Imtiaz,T20I,31.0,31.0,462.0,403.0,37.0,25.0,30.0,91.71806451612902,11.852903225806452,60.58290322580645,72.0,2.0,0.0,4.0,15.4,25.81,,,,,,,,,,,Batter,T20I,23.715944759457795,0.0,14.23,,,
Umran Malik,IPL,5.0,5.0,23.0,16.0,1.0,2.0,1.0,79.5,7.5,59.5,19.0,0.0,0.0,2.0,23.0,0.0,493.0,785.0,29.0,26.0,219.0,82.2,9.55,27.07,17.0,44.42,Allrounder,IPL+ODI+T20I,17.88988965404013,44.472942684528675,28.52,1.0,-0.16300638446797872,1.1686728290027295
Umran Malik,ODI,,,,,,,,,,,,,,,,,366.0,408.0,13.0,9.0,195.0,61.0,6.69,31.38,28.15,53.28,Bowler,IPL+ODI+T20I,0.0,51.65661712052032,20.66,,,
Umran Malik,T20I,,,,,,,,,,,,,,,,,139.0,252.0,11.0,8.0,57.0,23.2,10.86,22.91,12.64,41.01,Bowler,IPL+ODI+T20I,0.0,39.20477492329201,15.68,,,
Urvil Patel,IPL,7.0,7.0,178.0,79.0,10.0,18.0,7.0,183.05571428571423,29.912857142857145,46.037142857142854,65.0,1.0,0.0,1.0,25.43,57.14,,,,,,,,,,,Batter,IPL,49.100840221817066,0.0,29.46,,,
Usama Mir,ODI,,,,,,,,,,,,,,,,,510.0,507.0,14.0,9.0,221.0,85.0,5.96,36.21,36.43,43.33,Bowler,ODI+T20I,0.0,49.79534696154357,19.92,,,
Usama Mir,T20I,,,,,,,,,,,,,,,,,120.0,175.0,5.0,5.0,41.0,20.0,8.75,35.0,24.0,34.17,Bowler,ODI+T20I,0.0,40.08891899896171,16.04,,,
Usman Arif,T20I,10.0,10.0,146.0,80.0,6.0,15.0,10.0,133.459,17.509999999999998,51.559000000000005,44.0,0.0,0.0,2.0,14.6,40.0,66.0,94.0,5.0,5.0,24.0,11.0,8.55,18.8,13.2,36.36,Allrounder,T20I,32.388022870620354,42.527487061341034,36.44,3.0,2.418800099151673,0.6625651092730502
Usman Khalid,T20I,26.0,26.0,389.0,343.0,30.0,15.0,18.0,117.63615384615385,15.129615384615384,38.63230769230769,75.0,2.0,0.0,1.0,21.61,26.92,512.0,520.0,26.0,28.0,253.0,85.3,6.1,20.0,19.69,49.41,Allrounder,T20I,29.700384260064627,53.84539811754178,39.36,3.0,1.5799062603954286,-0.7904086768331084
Usman Khan,T20I,60.0,60.0,951.0,792.0,89.0,22.0,49.0,100.07683333333333,10.445166666666667,44.57416666666666,63.0,5.0,0.0,6.0,19.41,26.67,544.0,648.0,45.0,30.0,244.0,90.7,7.14,14.4,12.09,44.85,Allrounder,T20I,25.608217512643776,52.36370919165749,36.31,3.0,0.8700253212913748,-0.1542736773410479
Usman Najeeb,T20I,20.0,20.0,194.0,147.0,9.0,13.0,14.0,121.881,13.104499999999998,45.38,27.0,0.0,0.0,3.0,13.86,10.0,741.0,997.0,49.0,35.0,346.0,123.5,8.07,20.35,15.12,46.69,Allrounder,T20I,23.255877507706007,50.816032805804994,34.28,3.0,1.0363180889656436,0.707806789353693
Usman Patel,T20I,56.0,56.0,1093.0,839.0,108.0,39.0,42.0,99.74964285714286,12.96625,50.97160714285714,111.0,8.0,1.0,7.0,26.02,35.71,,,,,,,,,,,Batter,T20I,30.762137315736684,0.0,18.46,,,
Usman Qadir,T20I,7.0,7.0,31.0,27.0,2.0,1.0,4.0,82.85714285714286,7.142857142857143,52.142857142857146,18.0,0.0,0.0,2.0,7.75,0.0,408.0,564.0,29.0,20.0,163.0,68.0,8.29,19.45,14.07,39.95,Allrounder,T20I,13.191834103100433,46.412950628244616,26.48,1.0,-0.43145755586588713,1.6640336903522106
Usman Shinwari,ODI,,,,,,,,,,,,,,,,,708.0,588.0,34.0,16.0,427.0,118.0,4.98,17.29,20.82,60.31,Bowler,ODI+T20I,0.0,60.69626755013743,24.28,,,
Usman Shinwari,T20I,,,,,,,,,,,,,,,,,306.0,438.0,13.0,16.0,124.0,51.0,8.59,33.69,23.54,40.52,Bowler,ODI+T20I,0.0,43.2988100596117,17.32,,,
Usman Tariq,T20I,,,,,,,,,,,,,,,,,181.0,202.0,18.0,8.0,65.0,30.2,6.69,11.22,10.06,35.91,Bowler,T20I,0.0,48.25274519364717,19.3,,,
Utkarsh Jain,T20I,11.0,11.0,73.0,78.0,5.0,1.0,4.0,88.35272727272728,9.846363636363636,49.690909090909095,24.0,0.0,0.0,2.0,18.25,9.09,457.0,435.0,25.0,22.0,224.0,76.2,5.71,17.4,18.28,49.02,Allrounder,T20I,19.98679659328247,54.686857056257445,33.87,1.0,-0.18882671684133892,-0.37052239585398883
V Aravind,ODI,63.0,63.0,1865.0,2731.0,180.0,16.0,61.0,62.501111111111115,6.823333333333333,65.52571428571429,115.0,11.0,2.0,6.0,30.57,52.38,,,,,,,,,,,Batter,ODI+T20I,29.759247056642767,0.0,17.86,,,
V Aravind,T20I,34.0,34.0,821.0,715.0,80.0,21.0,27.0,100.37676470588237,12.20970588235294,49.40294117647059,97.0,4.0,0.0,2.0,30.41,44.12,,,,,,,,,,,Batter,ODI+T20I,33.283612279561005,0.0,19.97,,,
V Ateak,T20I,,,,,,,,,,,,,,,,,201.0,207.0,11.0,10.0,86.0,33.5,6.18,18.82,18.27,42.79,Bowler,T20I,0.0,50.273148317370705,20.11,,,
V Balakrishnan,T20I,39.0,39.0,693.0,633.0,70.0,19.0,33.0,102.68076923076924,13.118205128205128,51.191538461538464,101.0,3.0,1.0,0.0,21.0,30.77,,,,,,,,,,,Batter,T20I,28.122250047068363,0.0,16.87,,,
V Baskaran,T20I,15.0,15.0,53.0,86.0,1.0,0.0,10.0,46.78066666666667,1.6666666666666667,64.16,14.0,0.0,0.0,4.0,5.3,0.0,575.0,713.0,28.0,31.0,237.0,95.8,7.44,25.46,20.54,41.22,Allrounder,T20I,6.772092917663124,48.08365397223063,23.3,0.0,-2.1562352611039577,1.3576142923075887
V Dhaniram,T20I,,,,,,,,,,,,,,,,,132.0,93.0,6.0,6.0,76.0,22.0,4.23,15.5,22.0,57.58,Bowler,T20I,0.0,58.998316504892415,23.6,,,
V Ganesan,T20I,32.0,32.0,492.0,468.0,51.0,1.0,23.0,93.125625,7.969374999999999,42.6396875,61.0,1.0,0.0,1.0,21.39,31.25,468.0,457.0,22.0,29.0,208.0,78.0,5.86,20.77,21.27,44.44,Allrounder,T20I,25.176793297346684,52.35840546787472,36.05,2.0,0.6263882631718916,-0.6937231517113758
V Hirlal,T20I,13.0,13.0,130.0,194.0,11.0,2.0,11.0,64.61384615384615,6.257692307692308,64.05384615384615,26.0,0.0,0.0,1.0,11.82,15.38,,,,,,,,,,,Batter,T20I,15.488943243541561,0.0,9.29,,,
